RatingID,GameID,Critic,User,Rating
989,1549,6.9,7.2,E10+
990,1550,7.6,6.6,T
991,1551,9.1,8.1,T
992,1552,8.3,8.7,E10+
993,1553,5.9,6.3,E
994,1554,7.7,8.9,E10+
995,1557,8.4,7.2,E
996,1558,8.5,9.1,T
997,1560,7.5,6.2,M
998,1562,7.5,8.5,T
999,1563,3,2,E
1000,1564,8.6,8.6,T
1001,1565,7.1,6.3,T
1002,1566,5.7,7.9,E
1003,1568,6.9,6.3,T
1004,1569,7.8,8,T
1005,1570,8.5,8.5,T
1006,1571,8,4.9,E10+
1007,1572,7.9,8.1,E
1008,1573,6.8,5.8,E
1009,1575,8.5,8.4,E
1010,1579,5.9,7.7,E
1011,1580,7.5,7.2,T
1012,1582,6.5,8.9,E
1013,1583,8.6,8,E
1014,1584,7.6,6.3,M
1015,1585,6.8,7.4,T
1016,1588,6.3,6.9,M
1017,1592,8.3,8.5,T
1018,1593,6.4,8.3,E
1019,1594,7.9,8.4,M
1020,1595,8.6,7.6,M
1021,1596,8.8,8.6,E
1022,1597,6.9,8.8,E
1023,1598,7.4,8.5,E
1024,1600,5.2,6.2,T
1025,1601,8.7,8.6,T
1026,1603,8.1,8.9,T
1027,1604,5.2,6.8,E
1028,1605,8.7,8.3,T
1029,1606,8.5,9,T
1030,1607,7.8,7.7,E
1031,1608,7.8,6.9,T
1032,1611,6.1,8.1,T
1033,1612,7.9,7.7,M
1034,1614,7.6,6.4,E
1035,1615,3.2,4.6,E
1036,1616,8.3,5.9,E
1037,1617,9.1,8.8,M
1038,1619,7,8.1,E
1039,1620,5.7,5.5,M
1040,1621,6.3,7.2,M
1041,1624,8,8.5,E10+
1042,1628,7.6,8.3,T
1043,1630,8,9.1,E
1044,1631,7,6.7,T
1045,1633,7.5,7.3,E10+
1046,1634,6.3,7.7,E10+
1047,1635,8.2,7.8,E
1048,1636,7.8,8.2,T
1049,1637,6.3,7.5,E
1050,1638,8,8.5,E
1051,1646,8.6,9.5,E
1052,1648,8.9,8.3,M
1053,1650,8.9,7.8,E
1054,1652,7.1,8.4,E
1055,1653,7,6.9,E
1056,1654,7.3,7.8,T
1057,1655,8.5,7.7,E10+
1058,1656,6.9,8.5,T
1059,1657,8.5,8.1,T
1060,1658,8.6,8.6,E
1061,1659,7.3,7.4,T
1062,1661,8.6,9,M
1063,1664,8.3,9,E
1064,1665,7.6,8.3,T
1065,1666,7.5,7.6,T
1066,1667,7.1,5.1,M
1067,1669,8.7,7.7,M
1068,1671,8.5,8.6,E
1069,1673,5.9,5.1,T
1070,1674,7.3,8.2,T
1071,1676,7.8,8.4,E
1072,1677,8.2,7.1,E
1073,1679,9,9.1,E
1074,1685,6.5,7.1,T
1075,1686,7,7,E
1076,1687,9.2,8.5,E
1077,1688,6.8,5.4,E
1078,1690,5.5,6.8,E
1079,1691,8.1,7.5,E10+
1080,1692,8.1,8.6,E
1081,1693,7.1,7.7,E
1082,1694,8.3,8.4,E
1083,1695,8.9,5.2,T
1084,1696,7.5,8.6,M
1085,1702,6.8,7.8,T
1086,1703,7.6,7.3,E
1087,1705,7.6,7.9,E
1088,1706,8.7,8.2,M
1089,1711,7.8,7.9,T
1090,1713,8.8,9.4,T
1091,1715,7.7,7.7,E10+
1092,1716,9.5,7.5,E
1093,1717,6.4,6.5,T
1094,1720,7.7,8.7,M
1095,1721,7,8.8,E
1096,1722,5.2,4.9,M
1097,1724,7.6,7.6,E10+
1098,1725,6.2,7.2,E
1099,1726,7.2,6.9,T
1100,1730,5.7,8.4,T
1101,1731,9.6,7.9,M
1102,1732,8.4,8.6,M
1103,1734,8.1,8.1,T
1104,1736,6.5,5.8,T
1105,1737,7.4,7.3,M
1106,1738,8.4,5.3,E10+
1107,1740,8.1,8,E
1108,1741,7.6,7.3,E10+
1109,1742,8.5,8.9,E10+
1110,1743,7,6.3,T
1111,1744,8.3,7.9,T
1112,1745,7.9,7.6,T
1113,1746,4.3,4.1,E10+
1114,1747,8.5,8.5,E
1115,1753,7.7,7.6,E
1116,1754,8.8,5.8,E
1117,1755,8.8,8,T
1118,1757,4.5,5.8,M
1119,1758,7.8,8.2,E
1120,1759,8.3,8.1,E
1121,1760,7.3,8.3,T
1122,1761,6.9,7.3,T
1123,1762,4.3,3.4,M
1124,1766,5.3,5.4,M
1125,1771,8.3,7.9,E
1126,1772,7.6,8.3,E
1127,1773,9.2,8.5,M
1128,1775,6.8,9,E
1129,1776,6.2,5.1,T
1130,1780,7.9,8.4,M
1131,1781,9.1,9.1,T
1132,1782,8.1,8.5,E
1133,1783,8.8,7.5,M
1134,1784,7.4,7.5,T
1135,1785,5.6,7.1,E10+
1136,1786,6.5,6.6,T
1137,1787,7.6,9,E10+
1138,1793,8.4,9.1,T
1139,1795,8.1,8.8,E
1140,1799,8.1,7.7,M
1141,1800,7.3,8.8,T
1142,1802,7.9,8.2,T
1143,1803,8.7,8,T
1144,1806,5,4.7,E
1145,1807,8.3,7.8,M
1146,1808,6.7,6.1,E10+
1147,1809,8.4,8.6,M
1148,1811,7.9,7.8,T
1149,1812,8.5,6.8,T
1150,1813,7.9,8.1,M
1151,1815,7.3,8.6,E10+
1152,1817,8.2,5.9,T
1153,1818,7.3,7.6,E
1154,1820,5.7,7.6,E
1155,1822,7.8,8.3,E10+
1156,1823,8.2,8.4,E
1157,1824,8.2,8.6,M
1158,1825,8,8.3,T
1159,1826,7.8,5.1,T
1160,1828,7.7,8.2,T
1161,1829,7.1,2.6,T
1162,1830,8.6,8,E
1163,1831,7.9,8.1,M
1164,1832,9.3,9.2,M
1165,1833,8.3,8.3,T
1166,1834,7,6,M
1167,1835,8.8,8.7,T
1168,1836,7.9,4.5,M
1169,1837,7.4,7.6,M
1170,1839,6.9,6.3,T
1171,1840,8.4,7.3,M
1172,1842,9.4,9,M
1173,1847,8.7,8.7,E10+
1174,1848,7.5,7.7,T
1175,1849,6.9,7.7,T
1176,1853,8.5,8,M
1177,1855,8.1,7.4,E10+
1178,1866,8.6,8.5,T
1179,1867,8,8.2,E10+
1180,1868,6.1,6.9,E10+
1181,1869,8.7,8.1,E
1182,1870,7.3,6.7,T
1183,1871,8,8.5,E
1184,1873,7.7,5.8,E
1185,1874,7.7,8.1,M
1186,1875,8.6,5.7,T
1187,1876,7.5,8.9,E
1188,1877,6.6,4.4,E10+
1189,1878,9.7,6,E
1190,1880,6.8,7.6,T
1191,1881,8.3,6.6,E
1192,1882,9.2,8.3,E
1193,1883,5.4,6.9,E10+
1194,1884,7.5,8.3,M
1195,1885,4.7,2.1,E
1196,1886,6.5,8.3,T
1197,1888,7.4,6.9,T
1198,1890,7.6,5.5,E
1199,1891,8.4,8,T
1200,1893,8.8,8.9,E
1201,1896,7.3,7.2,E10+
1202,1898,9,6.9,T
1203,1899,8.5,7.4,T
1204,1900,7.5,7.5,M
1205,1903,5.8,6,T
1206,1905,9.1,7.4,E
1207,1908,7,8.1,T
1208,1909,4,6.1,T
1209,1911,6.7,8.1,T
1210,1912,6.9,7.3,E10+
1211,1913,5.9,6.7,T
1212,1915,4.7,5,E
1213,1916,8.2,7.4,T
1214,1917,7.3,7.3,E
1215,1919,8.5,7.3,T
1216,1925,7.6,6.6,T
1217,1927,7.6,7.8,E
1218,1928,8.6,8.4,T
1219,1929,8.8,8.8,E
1220,1932,7,5.6,E
1221,1933,7.5,8.6,T
1222,1935,6.6,5.9,T
1223,1938,7.5,8.5,M
1224,1939,8.1,7.3,E
1225,1940,9,7.3,M
1226,1941,6.5,6.5,E
1227,1942,8.9,8.4,M
1228,1944,8.4,8,T
1229,1945,8,8.3,T
1230,1946,8.9,8.7,E
1231,1948,7.1,8.3,T
1232,1949,9.1,5.6,T
1233,1952,6.4,7.3,M
1234,1953,7.7,6.3,E10+
1235,1954,8.7,9.1,M
1236,1955,7.2,8.1,E
1237,1956,6.5,7.7,E
1238,1957,6.3,8.8,T
1239,1958,8.3,7.9,M
1240,1959,7.2,7.2,T
1241,1961,8.4,8.4,T
1242,1962,8.7,7.1,T
1243,1963,7.1,7,E10+
1244,1964,8.3,8,E
1245,1965,7.5,6.9,T
1246,1967,7.5,8,M
1247,1968,8.1,9,T
1248,1975,8.9,8,E
1249,1976,8.2,8.3,E10+
1250,1977,6.1,8.3,T
1251,1978,8.2,8.4,E
1252,1979,7,6.1,T
1253,1980,9.2,7.6,E
1254,1981,8,7.9,E
1255,1983,8.1,8.9,E
1256,1986,8,8.4,T
1257,1988,8.3,7.7,M
1258,1991,7.4,8.9,T
1259,1992,7.3,8.7,E10+
1260,1993,6.5,7.3,M
1261,1996,8.6,8.5,E
1262,1997,4.6,4.4,E10+
1263,1999,8.3,8.8,T
1264,2000,7.1,7.7,T
1265,2001,8.1,7.5,E
1266,2002,6.8,5.8,T
1267,2003,7.9,8.4,E
1268,2004,8.8,7.9,E
1269,2005,8.6,7.4,T
1270,2006,7.3,7,E10+
1271,2007,8.4,8.1,T
1272,2008,7.5,7.6,E
1273,2009,6.7,7,E10+
1274,2010,8.2,8.8,E
1275,2013,8.6,8.4,T
1276,2014,7.7,7.7,E10+
1277,2015,8.6,8.5,M
1278,2016,9.3,8.5,T
1279,2017,7.8,8.6,E
1280,2019,7.9,8.8,T
1281,2020,6.5,6.1,E
1282,2022,7.2,7,E
1283,2023,7.2,8.4,T
1284,2024,7,6.4,E
1285,2025,9,6.2,E
1286,2026,8.6,8.1,T
1287,2027,5.4,7.9,E10+
1288,2030,6.1,6,E10+
1289,2031,4.8,3.3,E10+
1290,2032,7.1,7.4,E10+
1291,2034,8.4,7.6,M
1292,2035,8.3,5.3,E10+
1293,2036,8.3,8.7,E
1294,2037,6.6,6.9,E
1295,2038,9.2,7.7,T
1296,2039,7,8.7,E
1297,2040,8,8.2,E
1298,2041,5.1,3.6,E
1299,2043,7.4,8,T
1300,2045,8,7.9,T
1301,2046,6.4,6.1,T
1302,2050,8.1,8,M
1303,2051,7.2,7.3,M
1304,2052,9,8.5,E10+
1305,2054,8.1,7,T
1306,2056,7.7,7.7,M
1307,2057,7.6,8,E10+
1308,2058,5.1,8,E
1309,2060,6.7,4.5,E10+
1310,2061,8.6,8.4,M
1311,2068,9.2,8.9,T
1312,2074,7.2,9.3,T
1313,2075,8.7,8.4,E10+
1314,2077,7.9,8.5,E
1315,2078,7.9,7.8,E10+
1316,2079,8.2,6.6,E
1317,2081,8.5,7.6,T
1318,2082,8.3,8.6,E
1319,2083,5.5,6.5,M
1320,2084,8.8,9.1,T
1321,2085,6.6,8,T
1322,2086,8.7,8.2,T
1323,2087,7,5,T
1324,2088,5.1,6.6,E10+
1325,2089,7,8.2,E
1326,2090,7.8,8.1,T
1327,2091,7.5,8.3,T
1328,2092,8.9,8.4,M
1329,2095,7.9,8.7,T
1330,2096,8,6.8,E
1331,2099,7.5,6.2,E
1332,2100,7.7,8.2,T
1333,2101,9.1,7.9,M
1334,2102,5.4,5.4,E
1335,2104,4.4,6.6,E
1336,2106,5.9,5.9,T
1337,2108,7.8,6.4,M
1338,2111,8.2,7.5,M
1339,2113,8.2,7.6,E
1340,2114,8.7,8.3,E
1341,2116,9.3,8.9,M
1342,2117,8.1,5.3,E
1343,2118,8.8,9.2,E
1344,2119,8.2,8,M
1345,2120,7.5,5.9,E10+
1346,2122,8.5,7.6,E
1347,2123,7.5,7.9,M
1348,2126,8.1,8.7,E
1349,2127,8.9,5.5,M
1350,2128,5.4,2.1,E
1351,2129,7.9,6.6,E10+
1352,2131,7.8,5.2,E10+
1353,2134,8.4,9.1,E10+
1354,2135,8.6,9,T
1355,2136,8.7,9.1,T
1356,2137,8.8,8.2,M
1357,2138,7.6,4.3,M
1358,2139,7.6,6.4,M
1359,2145,8.5,8.1,E
1360,2146,6.5,7.5,E
1361,2147,7.7,7.5,T
1362,2148,8.2,8.6,E
1363,2150,7.1,7.9,M
1364,2151,8.1,8.4,M
1365,2152,8.8,8.5,M
1366,2153,7,6.9,M
1367,2154,8.5,8.7,E
1368,2155,5.2,6.7,M
1369,2156,6.9,6.9,E
1370,2157,7.1,7.4,E
1371,2159,6,7.7,E
1372,2160,6.3,7.6,E
1373,2161,8.7,8.6,M
1374,2162,6,7.8,E10+
1375,2163,7.1,8.6,E
1376,2165,7.4,7.3,T
1377,2169,7.8,4.1,E
1378,2172,7.9,6.9,M
1379,2173,7.5,8.4,T
1380,2174,7.9,7.7,T
1381,2178,7.3,7.3,M
1382,2182,6.8,6.9,T
1383,2183,7.3,7.1,E10+
1384,2185,7,7.4,M
1385,2188,7.3,7.8,E
1386,2189,8.1,8.2,E10+
1387,2191,7.9,8.4,M
1388,2193,8.4,7.7,M
1389,2195,7.7,4.8,E10+
1390,2198,6.4,7.8,T
1391,2199,7.8,7,T
1392,2200,8.3,6.7,E
1393,2201,8.3,7.6,M
1394,2202,4.7,4.5,E10+
1395,2204,8.7,9.1,T
1396,2206,9.2,7.8,T
1397,2208,8.3,8.9,E
1398,2209,7.9,6.8,E
1399,2210,7.7,7.9,T
1400,2211,7.9,6.2,T
1401,2212,7,6.1,E10+
1402,2214,9,8.5,T
1403,2215,8.5,6.9,M
1404,2216,6.4,7.5,T
1405,2217,7,5.5,T
1406,2220,8.1,8.7,E
1407,2224,8.5,8.6,T
1408,2225,7.1,8.8,E
1409,2226,9,8,M
1410,2227,8.3,8.6,E
1411,2228,7.1,7,E
1412,2229,6.1,4.8,E
1413,2230,6.6,7,E10+
1414,2231,7.7,7.8,M
1415,2233,7.3,7.1,E10+
1416,2234,3.9,5.6,E10+
1417,2236,7.6,8,M
1418,2237,8,6.8,E10+
1419,2238,8,6.2,M
1420,2239,8.9,8.2,M
1421,2240,5.9,8.7,E
1422,2241,7.1,7.5,E
1423,2242,6.3,3.3,E
1424,2243,8.6,7.1,E
1425,2244,6.1,6.7,T
1426,2247,8.1,9.2,T
1427,2248,8,7.8,E
1428,2249,8.5,8.5,M
1429,2250,8.2,8.4,M
1430,2255,8.7,7.5,E
1431,2256,4.8,6.4,E
1432,2257,7.3,7.7,M
1433,2258,6,6.1,E10+
1434,2259,7.9,7.1,T
1435,2260,5.9,8,E
1436,2263,7.9,7.8,T
1437,2265,7.4,8.2,E
1438,2266,7,6.7,E10+
1439,2269,7.8,5.4,E
1440,2271,7.6,8.1,T
1441,2273,7.7,7.2,T
1442,2275,6.3,8.9,E
1443,2276,9.2,8.9,T
1444,2279,9,8.7,E
1445,2280,5.7,7.4,T
1446,2281,8.6,5.7,E
1447,2283,8.1,6.8,E
1448,2284,5.6,8.1,E
1449,2287,7.5,7.9,E
1450,2288,7.6,6.5,M
1451,2289,8,7.6,E
1452,2290,7.8,8.3,T
1453,2291,7.7,3.4,T
1454,2292,7.1,7,M
1455,2294,7.8,7.6,E
1456,2295,7.3,7.3,T
1457,2296,9,8.8,E10+
1458,2297,7.6,6.7,M
1459,2299,8.8,8.3,M
1460,2300,7,5.7,M
1461,2302,7,7,E10+
1462,2304,7.1,5.7,M
1463,2306,7,8.1,E
1464,2307,7.4,7.4,E
1465,2308,7.4,5.2,E
1466,2309,7.3,7.6,E
1467,2311,5,6.5,T
1468,2312,7.1,7.5,T
1469,2314,6.1,5.2,E10+
1470,2315,8.6,7.8,T
1471,2317,8.2,8.5,T
1472,2318,8.5,7.6,E
1473,2319,6.8,6.6,E
1474,2322,7.6,8,M
1475,2324,9.1,8.5,T
1476,2325,6.7,6.3,M
1477,2326,8.3,6.2,E
1478,2327,7.7,6.7,E
1479,2328,8.4,8.6,E
1480,2329,8.5,9.1,E
1481,2334,7.7,8.3,T
1482,2335,6.2,5.5,E
1483,2337,8.3,8.2,T
1484,2338,8.5,7.5,E
1485,2339,8.3,7.8,E
1486,2341,8.1,8.1,M
1487,2342,7.5,7.8,T
1488,2343,8,7.3,E
1489,2347,8,8.4,E
1490,2349,7,7.1,E10+
1491,2351,7,7.9,E
1492,2353,7.9,4.1,E
1493,2354,6.8,8.1,E
1494,2356,7.1,7.5,T
1495,2357,8.6,4.2,M
1496,2358,7.8,8.1,T
1497,2359,8.4,7.5,E
1498,2360,7.8,7.8,M
1499,2363,8.4,8.3,E
1500,2364,7.8,8.3,T
1501,2367,5.1,7.8,E
1502,2368,7.7,6.4,M
1503,2369,8.2,8.5,M
1504,2370,7.4,7.3,E
1505,2371,6.1,5.5,T
1506,2372,9,6.6,M
1507,2373,9.3,8.2,T
1508,2374,7.5,7.6,T
1509,2375,8.6,8.1,E
1510,2376,8.2,7.8,M
1511,2377,8.8,8.8,T
1512,2378,7.6,6.8,E
1513,2379,4.8,6.6,T
1514,2381,6.9,7.2,E
1515,2383,8.1,8.8,M
1516,2384,8,7.9,M
1517,2385,8,7.7,M
1518,2389,6.8,7.2,E10+
1519,2390,6.9,8.1,T
1520,2392,6.3,6.8,E10+
1521,2394,7.3,6.9,E
1522,2395,6.9,7.3,T
1523,2397,8.7,7.9,E
1524,2398,8.3,7.4,E
1525,2400,8.5,8.1,M
1526,2401,8.8,9,T
1527,2402,6.5,8.1,T
1528,2405,6.2,4.9,E
1529,2406,7.6,8.3,M
1530,2407,9.2,8.3,T
1531,2408,5.5,8.2,T
1532,2410,7.7,6.3,M
1533,2411,7.2,7.1,T
1534,2414,7.6,8.5,E10+
1535,2417,8,6.2,T
1536,2418,7.6,8.5,E10+
1537,2419,8.1,8.3,E
1538,2420,7.4,8.4,T
1539,2421,5.3,5.8,E
1540,2423,7.2,6.5,T
1541,2425,7.6,7.9,E
1542,2426,7.2,9.1,T
1543,2430,8.3,8.1,E
1544,2431,7.3,7.3,T
1545,2432,8.1,7,E
1546,2434,8.8,8.9,E
1547,2437,8.1,7.6,M
1548,2439,7.1,7.2,T
1549,2441,8.2,8.2,T
1550,2442,8.3,7.7,M
1551,2443,6.5,8,E
1552,2445,8.6,8.2,E
1553,2446,7.2,7.7,E
1554,2447,6.4,7.9,T
1555,2448,7.5,8.4,E
1556,2449,8.5,7.4,E
1557,2450,7.8,8.7,M
1558,2451,7.4,7,M
1559,2452,8.4,7.1,M
1560,2453,8,8.8,T
1561,2455,7.1,7.9,T
1562,2456,7.8,7.9,T
1563,2457,6.3,7.1,T
1564,2458,8.4,8.9,T
1565,2459,8.3,7.8,E
1566,2463,8.4,7.8,T
1567,2465,6.2,5.3,T
1568,2467,8.3,8.4,T
1569,2468,8.6,8.1,E
1570,2469,7.7,6.2,E
1571,2470,5.1,4.9,E
1572,2471,6.7,6.8,M
1573,2472,8.9,9,E
1574,2474,8.6,8.4,E10+
1575,2476,5.7,6.7,T
1576,2477,8.2,7.2,E
1577,2479,7.5,8.8,T
1578,2481,6,7.4,T
1579,2482,4.9,4.4,M
1580,2483,5.7,5,E
1581,2485,8.2,5.8,E
1582,2486,7.7,7.8,M
1583,2487,7.8,6.7,E
1584,2489,7.9,8.5,T
1585,2492,8.3,8.8,E10+
1586,2494,6.9,7.4,E10+
1587,2495,8.4,5.3,T
1588,2498,8.4,7.8,E10+
1589,2499,7.5,7.6,T
1590,2500,8.2,4.3,M
1591,2501,7,1.8,M
1592,2504,7.8,7.8,T
1593,2505,9.1,9,T
1594,2506,8.1,8.2,T
1595,2507,8.6,7.9,T
1596,2508,6.5,8.2,E
1597,2509,8.3,8,T
1598,2510,7.5,6.4,E
1599,2515,7.8,9,E
1600,2518,7.7,7.6,M
1601,2520,9,8.9,M
1602,2521,7.4,8.8,M
1603,2526,8.6,8,T
1604,2529,7.8,8.7,T
1605,2531,7.3,6.1,E
1606,2533,8.6,7.2,E
1607,2535,6.6,8.7,T
1608,2536,8.1,8.8,T
1609,2538,8.6,8.7,E
1610,2542,7.8,7.6,E
1611,2543,7,8.2,M
1612,2544,7.3,5.9,E
1613,2545,8,6.9,E
1614,2548,7.4,7.1,T
1615,2552,7.5,4.4,T
1616,2553,6,7.5,T
1617,2556,7.5,8.2,M
1618,2558,7.5,7.6,T
1619,2560,8,8.3,M
1620,2561,7.9,8.5,T
1621,2562,4.5,7.8,E10+
1622,2563,8,8.1,T
1623,2564,8.7,8.2,T
1624,2565,8.3,7.5,M
1625,2567,7.8,8.9,M
1626,2568,7.2,4.6,E
1627,2569,8.4,8.1,T
1628,2570,8.6,8.5,T
1629,2572,6.8,8.3,E
1630,2577,5.7,7,E10+
1631,2578,5.7,7.3,T
1632,2580,7.3,8.6,T
1633,2581,7.1,6.3,T
1634,2582,4.8,6.4,T
1635,2584,7.4,5.8,E
1636,2585,7.9,8.9,E
1637,2588,8.5,5.3,M
1638,2589,3.4,5.3,E
1639,2591,8.3,8,M
1640,2592,7.6,5.4,E10+
1641,2593,7.4,7,M
1642,2597,7.8,8.4,T
1643,2599,6.5,6.9,M
1644,2600,7.5,7.8,M
1645,2601,8.7,7.1,E
1646,2604,8.4,7.7,M
1647,2605,7.6,5,E10+
1648,2606,8.3,8.3,E
1649,2607,8.2,8.2,E
1650,2608,6.4,7.3,E10+
1651,2609,7.2,7.2,T
1652,2610,5.3,6,M
1653,2611,6.9,7.3,E10+
1654,2614,5.5,3.1,T
1655,2615,6.5,7,T
1656,2617,8.1,7.7,E
1657,2620,8.5,8.1,M
1658,2622,7.4,8.5,T
1659,2623,7.9,8.1,E10+
1660,2624,8.6,7.4,M
1661,2626,5.7,6.3,M
1662,2629,6.8,7.8,E10+
1663,2630,8.8,8.9,T
1664,2631,7.3,8.2,E
1665,2632,8.5,7.7,E10+
1666,2633,8.1,8.4,E
1667,2636,8,8.6,T
1668,2638,7.2,6.3,T
1669,2640,8.7,8.2,E10+
1670,2642,4.8,3.8,M
1671,2643,7.1,7.4,T
1672,2647,8.1,8.6,M
1673,2648,5.7,7.1,E
1674,2649,8.1,7.3,M
1675,2650,5.3,6.3,T
1676,2652,7.8,8.5,E
1677,2655,5.2,4.9,M
1678,2656,7,6.5,E
1679,2658,7,6.6,E10+
1680,2662,3.8,5,E
1681,2663,6.9,7.5,T
1682,2665,8.4,8.7,T
1683,2666,7.7,8.4,E
1684,2667,8.1,8.4,E
1685,2668,4.5,3,T
1686,2669,4.6,5.9,E
1687,2670,5.7,7.2,T
1688,2671,7.9,8.2,T
1689,2673,6.6,6.7,E10+
1690,2680,5.6,4.7,M
1691,2685,9.4,8.7,E
1692,2686,5.2,6.8,T
1693,2687,8.5,8,T
1694,2688,9.1,8.2,M
1695,2689,6.3,8,T
1696,2696,6.5,6.9,M
1697,2698,5.2,3.3,T
1698,2699,8.1,8.8,M
1699,2700,3.9,7.6,E
1700,2701,8.7,7.6,T
1701,2704,9.5,8.8,E10+
1702,2705,5.1,4.9,M
1703,2706,7.1,7.8,T
1704,2713,6,6,E10+
1705,2714,6.7,8.4,E
1706,2715,8.1,7.9,E10+
1707,2717,7.6,8.9,E
1708,2719,8.9,8.4,M
1709,2720,5.5,5.8,T
1710,2721,9.5,7.3,M
1711,2722,8.1,7.8,E
1712,2723,5.8,6,E
1713,2724,6,7,E
1714,2725,8.6,7.8,T
1715,2726,7.2,6,T
1716,2727,7.2,5.2,E10+
1717,2728,8.1,6.7,T
1718,2729,6.9,6.5,E
1719,2731,7.8,7.4,M
1720,2735,8.2,7.2,E
1721,2736,8.3,7.8,T
1722,2737,7.5,7.9,E
1723,2739,6.2,7.6,E10+
1724,2740,8.1,7.9,T
1725,2741,7.6,9,E
1726,2742,6.9,7.1,M
1727,2744,5.9,6.5,T
1728,2745,8,6.9,E10+
1729,2748,5.4,7.1,T
1730,2749,7.6,5.7,E10+
1731,2750,7.9,7.7,E
1732,2751,6.3,7.9,E
1733,2754,6.7,7.2,M
1734,2755,7,8.8,M
1735,2756,6.9,6.5,E
1736,2757,9.1,7.9,T
1737,2759,8,7.4,M
1738,2761,7.9,6.8,M
1739,2762,8.4,7.4,E10+
1740,2763,7.4,7.2,M
1741,2764,6,7.1,T
1742,2768,8.5,8.1,M
1743,2771,7.7,6.7,T
1744,2773,8.3,8.2,M
1745,2776,8.6,6.8,M
1746,2777,7.9,8.2,T
1747,2778,8.7,7.8,E
1748,2779,8.2,8,E10+
1749,2780,4.9,6.3,E
1750,2782,7.2,8.3,E
1751,2784,7.4,7.3,T
1752,2785,8.5,5.9,M
1753,2786,7.2,8,T
1754,2788,5.5,6.9,T
1755,2793,7.9,6.6,E
1756,2794,5.5,4.8,E
1757,2795,7.6,8.9,E
1758,2799,7.8,7.7,T
1759,2800,7.6,8,E
1760,2802,7.9,6.3,T
1761,2804,8,8.7,T
1762,2805,8.6,7.7,T
1763,2807,7.2,5.8,T
1764,2808,8.8,7.7,E10+
1765,2809,7.9,6.9,E
1766,2811,8.4,8.7,M
1767,2812,7.1,7,E10+
1768,2813,8.6,9,E
1769,2814,7.5,6.6,E10+
1770,2816,8,7.1,E10+
1771,2817,7.4,7.1,T
1772,2818,6.4,8.7,E
1773,2819,7.4,6.8,T
1774,2820,6.5,7,E
1775,2821,7.3,7.5,E10+
1776,2822,7.4,7.9,T
1777,2823,6.5,5.2,E
1778,2830,7.6,4.2,T
1779,2831,6.8,6.6,E
1780,2832,7.4,6.7,T
1781,2833,7.3,8.9,M
1782,2834,5.5,7,T
1783,2835,7.9,6,E
1784,2838,7.9,7.1,E
1785,2840,8.3,8.1,M
1786,2841,8.3,7.7,E
1787,2842,7.2,8.4,T
1788,2843,8.6,8.2,E
1789,2846,7.7,7.2,E
1790,2847,9,8.1,E
1791,2848,7.4,6.4,M
1792,2851,8.2,8.6,E
1793,2852,9.3,9.3,M
1794,2853,8.4,7.1,E
1795,2854,6.6,8.5,T
1796,2855,9.1,8.3,E
1797,2856,7.5,6.6,E
1798,2857,8.1,8.2,E10+
1799,2860,8.7,8.3,M
1800,2861,8.7,7.1,T
1801,2862,7.9,8.1,T
1802,2863,9.2,8.3,E
1803,2864,8.6,8.4,T
1804,2866,8.9,8.2,M
1805,2867,6,7.2,E10+
1806,2868,9.3,9,T
1807,2869,9.1,8,M
1808,2870,3.9,7,M
1809,2871,6.6,4,E
1810,2873,7.3,7.8,T
1811,2876,8.5,8.8,M
1812,2878,4.8,5.1,E
1813,2880,4.9,6.2,E
1814,2881,7.5,6.8,E
1815,2886,6.8,6.5,E
1816,2888,7.7,7.4,E
1817,2890,7.3,7.8,T
1818,2891,5.9,7.3,T
1819,2894,8.3,7.7,E
1820,2895,7.7,7.9,M
1821,2896,8.2,6.4,E
1822,2897,6.5,5.9,T
1823,2898,5,5.5,M
1824,2899,8.9,8.5,T
1825,2900,6.7,6.9,T
1826,2902,8.1,7.8,E
1827,2904,8.6,7.1,E10+
1828,2905,5.8,5.9,T
1829,2906,7.8,8.4,T
1830,2907,7.3,8.3,T
1831,2908,7.9,8.1,M
1832,2911,8.4,8.2,E
1833,2913,8.9,8.6,M
1834,2914,6.8,7,T
1835,2918,7.8,7.5,E10+
1836,2919,8.6,7,E10+
1837,2920,9.2,9,E
1838,2921,6.6,6.6,E
1839,2924,6.5,7.6,M
1840,2926,6.6,6.4,E
1841,2927,5.8,8.1,T
1842,2928,8.5,8.7,E
1843,2929,9,8.8,T
1844,2930,4.3,3.3,T
1845,2931,8,7.6,T
1846,2932,7.3,7.5,E
1847,2935,6.5,7.4,T
1848,2939,6.5,7.5,T
1849,2940,7,6.8,E10+
1850,2942,8.9,7.4,M
1851,2943,7.7,8.6,M
1852,2948,4,4.4,T
1853,2949,6.8,8.1,E
1854,2950,6.2,4.9,E
1855,2953,6.5,6.3,T
1856,2956,7.6,7.4,E10+
1857,2957,7.5,5.8,E10+
1858,2958,5,3.3,E
1859,2959,7.7,8.3,E
1860,2960,7.5,7.6,T
1861,2962,8.4,8.5,T
1862,2963,7.7,6.1,T
1863,2965,8.2,7.7,E
1864,2967,7.8,8.7,T
1865,2968,6.3,9,E
1866,2969,8.1,7.3,T
1867,2973,8.9,8.8,E
1868,2975,7,7.1,E
1869,2976,6.6,6.9,M
1870,2977,8.9,8,E
1871,2979,8.5,8.8,E10+
